"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","1960","Female","Total","91245000","3,4,6,8"
"United States of America","1960","Female","0","2022040",""
"United States of America","1960","Female","0","1852000","3,4,6,8"
"United States of America","1960","Female","1","2022662",""
"United States of America","1960","Female","1 - 4","7969132",""
"United States of America","1960","Female","1 - 4","7972000","3,4,6,8"
"United States of America","1960","Female","2","2008477",""
"United States of America","1960","Female","3","1970775",""
"United States of America","1960","Female","4","1954887",""
"United States of America","1960","Female","5","1942816",""
"United States of America","1960","Female","5 - 9","9187412",""
"United States of America","1960","Female","5 - 9","9423000","3,4,6,8"
"United States of America","1960","Female","6","1890936",""
"United States of America","1960","Female","7","1855548",""
"United States of America","1960","Female","8","1773209",""
"United States of America","1960","Female","9","1708079",""
"United States of America","1960","Female","10","1710426",""
"United States of America","1960","Female","10 - 14","8249203",""
"United States of America","1960","Female","10 - 14","8459000","3,4,6,8"
"United States of America","1960","Female","11","1713606",""
"United States of America","1960","Female","12","1758324",""
"United States of America","1960","Female","13","1725964",""
"United States of America","1960","Female","14","1345136",""
"United States of America","1960","Female","15","1367043",""
"United States of America","1960","Female","15 - 19","6585582",""
"United States of America","1960","Female","15 - 19","6626000","3,4,6,8"
"United States of America","1960","Female","16","1389112",""
"United States of America","1960","Female","17","1415107",""
"United States of America","1960","Female","18","1249375",""
"United States of America","1960","Female","19","1167960",""
"United States of America","1960","Female","20","1124267",""
"United States of America","1960","Female","20 - 24","5528421",""
"United States of America","1960","Female","20 - 24","5625000","3,4,6,8"
"United States of America","1960","Female","21","1119904",""
"United States of America","1960","Female","22","1098484",""
"United States of America","1960","Female","23","1073125",""
"United States of America","1960","Female","24","1104157",""
"United States of America","1960","Female","25","1101747",""
"United States of America","1960","Female","25 - 29","5536049",""
"United States of America","1960","Female","25 - 29","5508000","3,4,6,8"
"United States of America","1960","Female","26","1056974",""
"United States of America","1960","Female","27","1117204",""
"United States of America","1960","Female","28","1104264",""
"United States of America","1960","Female","29","1156915",""
"United States of America","1960","Female","30","1187816",""
"United States of America","1960","Female","30 - 34","6102962",""
"United States of America","1960","Female","30 - 34","6036000","3,4,6,8"
"United States of America","1960","Female","31","1184204",""
"United States of America","1960","Female","32","1237817",""
"United States of America","1960","Female","33","1231169",""
"United States of America","1960","Female","34","1270416",""
"United States of America","1960","Female","35","1308290",""
"United States of America","1960","Female","35 - 39","6401597",""
"United States of America","1960","Female","35 - 39","6370000","3,4,6,8"
"United States of America","1960","Female","36","1282755",""
"United States of America","1960","Female","37","1268287",""
"United States of America","1960","Female","38","1294949",""
"United States of America","1960","Female","39","1264255",""
"United States of America","1960","Female","40","1231441",""
"United States of America","1960","Female","40 - 44","5924362",""
"United States of America","1960","Female","40 - 44","5919000","3,4,6,8"
"United States of America","1960","Female","41","1225316",""
"United States of America","1960","Female","42","1171850",""
"United States of America","1960","Female","43","1141756",""
"United States of America","1960","Female","44","1147442",""
"United States of America","1960","Female","45","1167208",""
"United States of America","1960","Female","45 - 49","5521560",""
"United States of America","1960","Female","45 - 49","5674000","3,4,6,8"
"United States of America","1960","Female","46","1121731",""
"United States of America","1960","Female","47","1131439",""
"United States of America","1960","Female","48","1054704",""
"United States of America","1960","Female","49","1078861",""
"United States of America","1960","Female","50","1031307",""
"United States of America","1960","Female","50 - 54","4871125",""
"United States of America","1960","Female","50 - 54","5015000","3,4,6,8"
"United States of America","1960","Female","51","1006980",""
"United States of America","1960","Female","52","991327",""
"United States of America","1960","Female","53","946080",""
"United States of America","1960","Female","54","956072",""
"United States of America","1960","Female","55","920030",""
"United States of America","1960","Female","55 - 59","4302620",""
"United States of America","1960","Female","55 - 59","4320000","3,4,6,8"
"United States of America","1960","Female","56","867076",""
"United States of America","1960","Female","57","872215",""
"United States of America","1960","Female","58","789505",""
"United States of America","1960","Female","59","962464",""
"United States of America","1960","Female","60","773460",""
"United States of America","1960","Female","60 - 64","3733133",""
"United States of America","1960","Female","60 - 64","3799000","3,4,6,8"
"United States of America","1960","Female","61","757856",""
"United States of America","1960","Female","62","731006",""
"United States of America","1960","Female","63","718397",""
"United States of America","1960","Female","64","746682",""
"United States of America","1960","Female","65","733145",""
"United States of America","1960","Female","65 - 69","3326822",""
"United States of America","1960","Female","65 - 69","3123000","3,4,6,8"
"United States of America","1960","Female","66","680413",""
"United States of America","1960","Female","67","680054",""
"United States of America","1960","Female","68","607160",""
"United States of America","1960","Female","69","602558",""
"United States of America","1960","Female","70","572641",""
"United States of America","1960","Female","70 - 74","2553716",""
"United States of America","1960","Female","70 - 74","2360000","3,4,6,8"
"United States of America","1960","Female","71","556303",""
"United States of America","1960","Female","72","495088",""
"United States of America","1960","Female","73","455004",""
"United States of America","1960","Female","74","443123",""
"United States of America","1960","Female","75","413757",""
"United States of America","1960","Female","75 - 79","1694135",""
"United States of America","1960","Female","75 - 79","1724000","3,4,6,8"
"United States of America","1960","Female","76","356875",""
"United States of America","1960","Female","77","326268",""
"United States of America","1960","Female","78","287471",""
"United States of America","1960","Female","79","274948",""
"United States of America","1960","Female","80","232223",""
"United States of America","1960","Female","80 - 84","914834",""
"United States of America","1960","Female","80 - 84","932000","3,4,6,8"
"United States of America","1960","Female","81","191286",""
"United States of America","1960","Female","82","166216",""
"United States of America","1960","Female","83","153038",""
"United States of America","1960","Female","84","140279",""
"United States of America","1960","Female","85 - 89","392805",""
"United States of America","1960","Female","85 +","566976",""
"United States of America","1960","Female","85 +","509000","3,4,6,8"
"United States of America","1960","Female","90 - 94","108531",""
"United States of America","1960","Female","95 - 99","22527",""
"United States of America","1960","Female","100 +","6539",""
"United States of America","1960","Female","Unknown","0",""
"United States of America","1960","Female","Unknown","0","3,4,6,8"
"United States of America","1960","Both Sexes","Total","125283783",""
"United States of America","1960","Both Sexes","0 - 4","14062283",""
"United States of America","1960","Both Sexes","5 - 9","12581579",""
"United States of America","1960","Both Sexes","10 - 14","11081269",""
"United States of America","1960","Both Sexes","15 - 19","8776911",""
"United States of America","1960","Both Sexes","20 - 24","7729522",""
"United States of America","1960","Both Sexes","25 - 29","7855153",""
"United States of America","1960","Both Sexes","30 - 34","8636802",""
"United States of America","1960","Both Sexes","35 - 39","9062896",""
"United States of America","1960","Both Sexes","40 - 44","8312259",""
"United States of America","1960","Both Sexes","45 - 49","7759816",""
"United States of America","1960","Both Sexes","50 - 54","6888194",""
"United States of America","1960","Both Sexes","55 - 59","6125499",""
"United States of America","1960","Both Sexes","60 - 64","5072871",""
"United States of America","1960","Both Sexes","65 - 69","4364687",""
"United States of America","1960","Both Sexes","70 - 74","3274166",""
"United States of America","1960","Both Sexes","75 +","3699876",""
"United States of America","1960","Both Sexes","Unknown","0",""
"United States of America","1960","Male","Total","60718867",""
"United States of America","1960","Male","0 - 4","7147865",""
"United States of America","1960","Male","5 - 9","6377066",""
"United States of America","1960","Male","10 - 14","5606625",""
"United States of America","1960","Male","15 - 19","4278704",""
"United States of America","1960","Male","20 - 24","3643729",""
"United States of America","1960","Male","25 - 29","3842203",""
